Review_ID,Sentence_ID,Text,Token_Text,Opinion_Target,Opinion_Category,Opinion_Polarity
1308557,1308557:0,the service was the only thing good about this restaurant,service thing good restaurant,service,SERVICE#GENERAL,positive
1308557,1308557:0,the service was the only thing good about this restaurant,service thing good restaurant,restaurant,RESTAURANT#GENERAL,negative
1308557,1308557:1,its boring on the inside and our sushi was pretty below average the tuna was soggy and the other rolls had no flavor,boring inside sushi pretty average tuna soggy roll flavor,ambience,AMBIENCE#GENERAL,negative
1308557,1308557:1,its boring on the inside and our sushi was pretty below average the tuna was soggy and the other rolls had no flavor,boring inside sushi pretty average tuna soggy roll flavor,sushi,FOOD#QUALITY,negative
1308557,1308557:1,its boring on the inside and our sushi was pretty below average the tuna was soggy and the other rolls had no flavor,boring inside sushi pretty average tuna soggy roll flavor,tuna,FOOD#QUALITY,negative
1308557,1308557:1,its boring on the inside and our sushi was pretty below average the tuna was soggy and the other rolls had no flavor,boring inside sushi pretty average tuna soggy roll flavor,rolls,FOOD#QUALITY,negative
1308557,1308557:2,i definitely wouldnt go back,definitely wouldnt back,restaurant,RESTAURANT#GENERAL,negative
1310217,1310217:1,their pad penang is delicious and everything else is fantastic,pad penang delicious everything else fantastic,pad penang,FOOD#QUALITY,positive
1310217,1310217:1,their pad penang is delicious and everything else is fantastic,pad penang delicious everything else fantastic,food,FOOD#QUALITY,positive
1310217,1310217:2,the price is reasonable although the service is poor,price reasonable although service poor,restaurant,RESTAURANT#PRICES,positive
1310217,1310217:2,the price is reasonable although the service is poor,price reasonable although service poor,service,SERVICE#GENERAL,negative
1318537,1318537:0,fresh restaurant was amazing food was delicious and of course fresh,fresh restaurant amazing food delicious course fresh,fresh restaurant,RESTAURANT#GENERAL,positive
1318537,1318537:0,fresh restaurant was amazing food was delicious and of course fresh,fresh restaurant amazing food delicious course fresh,food,FOOD#QUALITY,positive
1318537,1318537:1,great for a romantic evening or a fun evening with friends,great romantic evening fun evening friend,ambience,AMBIENCE#GENERAL,positive
1318537,1318537:1,great for a romantic evening or a fun evening with friends,great romantic evening fun evening friend,restaurant,RESTAURANT#MISCELLANEOUS,positive
1318537,1318537:2,i will be going back very soon,going back soon,restaurant,RESTAURANT#GENERAL,positive
1318537,1318537:3,keep up the good work,keep good work,restaurant,RESTAURANT#GENERAL,positive
1318537,1318537:4,hats off to the chef,hat chef,chef,FOOD#QUALITY,positive
1328078,1328078:2,it was wonderful,wonderful,restaurant,RESTAURANT#GENERAL,positive
1328078,1328078:3,the salads are delicious both refreshing and very spicy,salad delicious refreshing spicy,salads,FOOD#QUALITY,positive
1328078,1328078:4,we had pams special fried fish and it was amazing,pams special fried fish amazing,Pam's special fried fish,FOOD#QUALITY,positive
1328078,1328078:5,too large for just two people but nothing was left,large two people nothing left,food,FOOD#STYLE_OPTIONS,negative
1328078,1328078:5,too large for just two people but nothing was left,large two people nothing left,food,FOOD#QUALITY,positive
1335154,1335154:1,great vibe lots of people,great vibe lot people,vibe,AMBIENCE#GENERAL,positive
1335154,1335154:3,my husbands was perfect my was well done and dry,husband perfect well done dry,food,FOOD#QUALITY,positive
1335154,1335154:3,my husbands was perfect my was well done and dry,husband perfect well done dry,food,FOOD#QUALITY,negative
1335154,1335154:4,i didnt complain i liked the atmosphere so much,didnt complain liked atmosphere much,atmosphere,AMBIENCE#GENERAL,positive
1335656,1335656:1,on a hot day it was fabulous to stop in and enjoy lunch,hot day fabulous stop enjoy lunch,restaurant,RESTAURANT#GENERAL,positive
1335656,1335656:2,ambience is so cute and quaint good for business although we were there on vacation,ambience cute quaint good business although vacation,Ambience,AMBIENCE#GENERAL,positive
1335656,1335656:2,ambience is so cute and quaint good for business although we were there on vacation,ambience cute quaint good business although vacation,restaurant,RESTAURANT#MISCELLANEOUS,positive
1335656,1335656:3,salads were fantastic,salad fantastic,Salads,FOOD#QUALITY,positive
1335656,1335656:4,although we were looking for regular lettuce and some walnuts the salads we got were great,although looking regular lettuce walnut salad got great,salads,FOOD#QUALITY,positive
1335656,1335656:5,ingredients are organic which is a real plus for me,ingredient organic real plus,Ingredients,FOOD#QUALITY,positive
1335656,1335656:6,we will be back,back,restaurant,RESTAURANT#GENERAL,positive
1338124,1338124:0,this is some really good inexpensive sushi,really good inexpensive sushi,sushi,FOOD#QUALITY,positive
1338124,1338124:0,this is some really good inexpensive sushi,really good inexpensive sushi,sushi,FOOD#PRICES,positive
1338124,1338124:2,the spicy tuna roll is huge and probably the best that ive had at this price range,spicy tuna roll huge probably best ive price range,spicy Tuna roll,FOOD#STYLE_OPTIONS,positive
1338124,1338124:2,the spicy tuna roll is huge and probably the best that ive had at this price range,spicy tuna roll huge probably best ive price range,spicy Tuna roll,FOOD#QUALITY,positive
1338124,1338124:2,the spicy tuna roll is huge and probably the best that ive had at this price range,spicy tuna roll huge probably best ive price range,spicy Tuna roll,FOOD#PRICES,positive
1338124,1338124:3,the yellowtail was particularly good as well,yellowtail particularly good well,Yellowtail,FOOD#QUALITY,positive
1338124,1338124:4,i have reservations about the all you can eat deal however the choices are fairly limited and you can probably order more food than you can eat for less than 18 by just going off the menu,reservation eat deal however choice fairly limited probably order food eat going menu,all you can eat deal,FOOD#STYLE_OPTIONS,negative
1338124,1338124:4,i have reservations about the all you can eat deal however the choices are fairly limited and you can probably order more food than you can eat for less than 18 by just going off the menu,reservation eat deal however choice fairly limited probably order food eat going menu,all you can eat deal,FOOD#PRICES,negative
1338124,1338124:5,in any event this is a place ill be sure to stop by again when im in this part of town,event place ill sure stop part town,place,RESTAURANT#GENERAL,positive
1340075,1340075:0,big wong gets big ups for a fine establishment,big wong get big ups fine establishment,Big Wong,RESTAURANT#GENERAL,positive
1340075,1340075:1,they have it all great price food and service,great price food service,restaurant,RESTAURANT#GENERAL,positive
1340075,1340075:1,they have it all great price food and service,great price food service,restaurant,RESTAURANT#PRICES,positive
1340075,1340075:1,they have it all great price food and service,great price food service,food,FOOD#QUALITY,positive
1340075,1340075:1,they have it all great price food and service,great price food service,service,SERVICE#GENERAL,positive
1340075,1340075:2,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can,atmosphere noisy waiter literally walking around thing fast,atmosphere,AMBIENCE#GENERAL,negative
1340075,1340075:2,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can,atmosphere noisy waiter literally walking around thing fast,waiters,SERVICE#GENERAL,positive
1340075,1340075:3,the food is prepared quickly and efficiently,food prepared quickly efficiently,service,SERVICE#GENERAL,positive
1340075,1340075:4,and it all comes at a very reasonable price congee noodles and rice dishes are no more than 36 each,come reasonable price congee noodle rice dish,food,FOOD#PRICES,positive
1340075,1340075:4,and it all comes at a very reasonable price congee noodles and rice dishes are no more than 36 each,come reasonable price congee noodle rice dish,congee,FOOD#PRICES,positive
1340075,1340075:4,and it all comes at a very reasonable price congee noodles and rice dishes are no more than 36 each,come reasonable price congee noodle rice dish,noodles,FOOD#PRICES,positive
1340075,1340075:4,and it all comes at a very reasonable price congee noodles and rice dishes are no more than 36 each,come reasonable price congee noodle rice dish,rice dishes,FOOD#PRICES,positive
1340075,1340075:5,the takeout is great too since they give high quality tupperware as well,takeout great since give high quality tupperware well,takeout,SERVICE#GENERAL,positive
1340075,1340075:6,this place is always very crowded and popular,place always crowded popular,place,RESTAURANT#MISCELLANEOUS,positive
1341354,1341354:1,enjoyed a very nice caesar salad while my wife had arugula and goat cheeseboth very tasty,enjoyed nice caesar salad wife arugula goat cheeseboth tasty,Caesar Salad,FOOD#QUALITY,positive
1341354,1341354:1,enjoyed a very nice caesar salad while my wife had arugula and goat cheeseboth very tasty,enjoyed nice caesar salad wife arugula goat cheeseboth tasty,arugula and goat cheese,FOOD#QUALITY,positive
1341354,1341354:2,we both opted for a pasta dish and they were served timely and fresh,opted pasta dish served timely fresh,service,SERVICE#GENERAL,positive
1341354,1341354:2,we both opted for a pasta dish and they were served timely and fresh,opted pasta dish served timely fresh,pasta dish,FOOD#QUALITY,positive
1341354,1341354:3,we concluded with tiramisu chocolate cake both were delicious,concluded tiramisu chocolate cake delicious,tiramisu chocolate cake,FOOD#QUALITY,positive
1341354,1341354:4,wed go back again,wed back,restaurant,RESTAURANT#GENERAL,positive
1347423,1347423:0,i recently went to this restaurant with some coworkers for lunch and had an amazing time,recently went restaurant coworkers lunch amazing time,restaurant,RESTAURANT#GENERAL,positive
1347423,1347423:1,the staff was accomodating the food was absolutely delicious and the place is lovely,staff accomodating food absolutely delicious place lovely,staff,SERVICE#GENERAL,positive
1347423,1347423:1,the staff was accomodating the food was absolutely delicious and the place is lovely,staff accomodating food absolutely delicious place lovely,food,FOOD#QUALITY,positive
1347423,1347423:1,the staff was accomodating the food was absolutely delicious and the place is lovely,staff accomodating food absolutely delicious place lovely,place,AMBIENCE#GENERAL,positive
1347423,1347423:2,we even had a visit from the manager who wanted to make sure we were enjoying ourselves,even visit manager wanted make sure enjoying,Manager,SERVICE#GENERAL,positive
1347423,1347423:3,yes the prices are high but i felt it was worth it,yes price high felt worth,restaurant,RESTAURANT#PRICES,negative
1347423,1347423:3,yes the prices are high but i felt it was worth it,yes price high felt worth,restaurant,RESTAURANT#GENERAL,positive
1347423,1347423:4,we all felt it was worth it,felt worth,restaurant,RESTAURANT#GENERAL,positive
1349391,1349391:0,sometimes i get good food and ok service,sometimes get good food service,food,FOOD#QUALITY,positive
1349391,1349391:1,sometimes i get bad food and bad service sometimes i get good good and bad service,sometimes get bad food bad service sometimes get good good bad service,food,FOOD#QUALITY,negative
1349391,1349391:1,sometimes i get bad food and bad service sometimes i get good good and bad service,sometimes get bad food bad service sometimes get good good bad service,service,SERVICE#GENERAL,negative
1349391,1349391:1,sometimes i get bad food and bad service sometimes i get good good and bad service,sometimes get bad food bad service sometimes get good good bad service,service,SERVICE#GENERAL,negative
1349391,1349391:1,sometimes i get bad food and bad service sometimes i get good good and bad service,sometimes get bad food bad service sometimes get good good bad service,good,FOOD#QUALITY,positive
1349391,1349391:2,it is not consistent,consistent,restaurant,RESTAURANT#GENERAL,negative
1352948,1352948:0,the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,place bistro mean simple dish wine served efficiently bustling atmosphere,dishes,FOOD#STYLE_OPTIONS,positive
1352948,1352948:0,the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,place bistro mean simple dish wine served efficiently bustling atmosphere,wine,DRINKS#STYLE_OPTIONS,positive
1352948,1352948:0,the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,place bistro mean simple dish wine served efficiently bustling atmosphere,service,SERVICE#GENERAL,positive
1352948,1352948:0,the place is a bistro which means simple dishes and wine served efficiently in a bustling atmosphere,place bistro mean simple dish wine served efficiently bustling atmosphere,atmosphere,AMBIENCE#GENERAL,positive
1352948,1352948:2,you are not eating haut cuisine with subtle hints of whatever but cassuolet steake fritte tripe stew etc simple stuff,eating haut cuisine subtle hint whatever cassuolet steake fritte tripe stew etc simple stuff,food,FOOD#STYLE_OPTIONS,positive
1352948,1352948:2,you are not eating haut cuisine with subtle hints of whatever but cassuolet steake fritte tripe stew etc simple stuff,eating haut cuisine subtle hint whatever cassuolet steake fritte tripe stew etc simple stuff,food,FOOD#QUALITY,positive
1352948,1352948:3,and evaluated on those terms pastis is simply wonderful,evaluated term pastis simply wonderful,Pastis,RESTAURANT#GENERAL,positive
1353599,1353599:0,right off the l in brooklyn this is a nice cozy place with good pizza,right brooklyn nice cozy place good pizza,pizza,FOOD#QUALITY,positive
1353599,1353599:0,right off the l in brooklyn this is a nice cozy place with good pizza,right brooklyn nice cozy place good pizza,place,AMBIENCE#GENERAL,positive
1353599,1353599:1,mine was a little burnt but still delicious with goat cheese and panchetta raddichio was kind of bitter though,mine little burnt still delicious goat cheese panchetta raddichio kind bitter though,raddichio,FOOD#QUALITY,negative
1353599,1353599:1,mine was a little burnt but still delicious with goat cheese and panchetta raddichio was kind of bitter though,mine little burnt still delicious goat cheese panchetta raddichio kind bitter though,food,FOOD#QUALITY,positive
1353599,1353599:2,my friend got the mushroom pizza which tasted better,friend got mushroom pizza tasted better,mushroom pizza,FOOD#QUALITY,positive
1353599,1353599:3,the sangria was pretty tasty and good on a hot muggy day,sangria pretty tasty good hot muggy day,sangria,DRINKS#QUALITY,positive
1353599,1353599:5,overall i would recommend it and go back again,overall would recommend back,restaurant,RESTAURANT#GENERAL,positive
1357554,1357554:0,i started out with a bombay beer which was big enough for two,started bombay beer big enough two,Bombay beer,DRINKS#STYLE_OPTIONS,positive
1357554,1357554:2,mmmmm it was delicious,mmmmm delicious,food,FOOD#QUALITY,positive
1357554,1357554:3,service was slow but the people were friendly,service slow people friendly,Service,SERVICE#GENERAL,negative
1357554,1357554:3,service was slow but the people were friendly,service slow people friendly,people,SERVICE#GENERAL,positive
1357554,1357554:4,its a nice place to relax and have conversation,nice place relax conversation,place,AMBIENCE#GENERAL,positive
1357554,1357554:5,i cant wait to go back,cant wait back,restaurant,RESTAURANT#GENERAL,positive
1367358,1367358:1,the food is authentic italian delicious,food authentic italian delicious,food,FOOD#QUALITY,positive
1367358,1367358:2,pizza is terrific as is homemade pasta,pizza terrific homemade pasta,Pizza,FOOD#QUALITY,positive
1367358,1367358:2,pizza is terrific as is homemade pasta,pizza terrific homemade pasta,homemade pasta,FOOD#QUALITY,positive
1367358,1367358:3,ambience is delightful service impeccable,ambience delightful service impeccable,Ambience,AMBIENCE#GENERAL,positive
1367358,1367358:3,ambience is delightful service impeccable,ambience delightful service impeccable,service,SERVICE#GENERAL,positive
1380450,1380450:0,im still mad that i had to pay for lousy food,still mad pay lousy food,food,FOOD#QUALITY,negative
1380450,1380450:1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed,hanger steak like rubber tuna flavorless mention tasted like thawed,hanger steak,FOOD#QUALITY,negative
1380450,1380450:1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed,hanger steak like rubber tuna flavorless mention tasted like thawed,tuna,FOOD#QUALITY,negative
1380450,1380450:2,service was also horrible and the ambience is not that great,service also horrible ambience great,Service,SERVICE#GENERAL,negative
1380450,1380450:2,service was also horrible and the ambience is not that great,service also horrible ambience great,ambience,AMBIENCE#GENERAL,negative
1380450,1380450:3,do not try unless youre just going there to hang out like the rest of the hipsters who apparently have no sense of taste,try unless youre going hang like rest hipster apparently sense taste,restaurant,RESTAURANT#MISCELLANEOUS,negative
1387314,1387314:0,i go and eat out at many different restaurants and this is one place you have go and try,eat many different restaurant one place try,place,RESTAURANT#GENERAL,positive
1387314,1387314:1,this is my first time writing a review for a restaurant because the food and service was excellent,first time writing review restaurant food service excellent,food,FOOD#QUALITY,positive
1387314,1387314:1,this is my first time writing a review for a restaurant because the food and service was excellent,first time writing review restaurant food service excellent,service,SERVICE#GENERAL,positive
1387314,1387314:2,the filet mignon dish was superb,filet mignon dish superb,filet mignon dish,FOOD#QUALITY,positive
1387314,1387314:3,i would defiantly come back here again as one of my top choices,would defiantly come back one top choice,restaurant,RESTAURANT#GENERAL,positive
1387314,1387314:4,its a small cute restaurant,small cute restaurant,restaurant,RESTAURANT#GENERAL,positive
1390357,1390357:0,i absolutely love this place,absolutely love place,place,RESTAURANT#GENERAL,positive
1390357,1390357:2,i like the ambience its very dark and original,like ambience dark original,ambience,AMBIENCE#GENERAL,positive
1390357,1390357:4,the sushi is amazing,sushi amazing,sushi,FOOD#QUALITY,positive
1390357,1390357:5,and amazingly cheap,amazingly cheap,food,FOOD#PRICES,positive
1390357,1390357:6,big thumbs up,big thumb,restaurant,RESTAURANT#GENERAL,positive
1394712,1394712:0,very affordable and excellent ambient,affordable excellent ambient,ambient,AMBIENCE#GENERAL,positive
1394712,1394712:0,very affordable and excellent ambient,affordable excellent ambient,restaurant,RESTAURANT#PRICES,positive
1394712,1394712:1,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai,ordered beef noodle soup dish thai section menu nothing got thai,beef and noodle soup dishes,FOOD#QUALITY,negative
1394712,1394712:2,we were very disappointed,disappointed,food,FOOD#QUALITY,negative
1394712,1394712:3,we wont go to this place again for a good meal,wont place good meal,meal,FOOD#QUALITY,negative
1394712,1394712:4,however i think this place is a good hang out spot,however think place good hang spot,place,AMBIENCE#GENERAL,positive
1395421,1395421:0,my girlfriend and i stumbled onto this hopping place the other night and had a great time,girlfriend stumbled onto hopping place night great time,place,RESTAURANT#GENERAL,positive
1395421,1395421:1,the pizza and wine were excellentthe service toobut what really made this place was the backyard dining area,pizza wine excellentthe service toobut really made place backyard dining area,Pizza,FOOD#QUALITY,positive
1395421,1395421:1,the pizza and wine were excellentthe service toobut what really made this place was the backyard dining area,pizza wine excellentthe service toobut really made place backyard dining area,wine,DRINKS#QUALITY,positive
1395421,1395421:1,the pizza and wine were excellentthe service toobut what really made this place was the backyard dining area,pizza wine excellentthe service toobut really made place backyard dining area,service,SERVICE#GENERAL,positive
1395421,1395421:1,the pizza and wine were excellentthe service toobut what really made this place was the backyard dining area,pizza wine excellentthe service toobut really made place backyard dining area,backyard dining area,AMBIENCE#GENERAL,positive
1395421,1395421:2,it is one the nicest outdoor restaurants i have ever seen in nyi am from italy and this place rivals the ones in my country,one nicest outdoor restaurant ever seen nyi italy place rival one country,outdoor restaurants,AMBIENCE#GENERAL,positive
1395421,1395421:3,they tell me they are going to cover the garden in glass for the winter so im looking forward to going there on a snowy night to enjoy it,tell going cover garden glass winter looking forward going snowy night enjoy,restaurant,RESTAURANT#MISCELLANEOUS,positive
1395421,1395421:4,check this place out,check place,place,RESTAURANT#GENERAL,positive
1395421,1395421:5,highly recommended,highly recommended,restaurant,RESTAURANT#GENERAL,positive
1398844,1398844:0,first of all this place is not romantic as claimed by citysearchs editorial review,first place romantic claimed citysearchs editorial review,place,AMBIENCE#GENERAL,negative
1398844,1398844:1,either that or the editors idea of romance must be sharing a conversation with the next table while trying to speak louder than the traffic on 57th,either editor idea romance must sharing conversation next table trying speak louder traffic 57th,ambience,AMBIENCE#GENERAL,negative
1398844,1398844:2,the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced,table crammed way close menu typical italian restaurant wine list simply overpriced,tables,AMBIENCE#GENERAL,negative
1398844,1398844:2,the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced,table crammed way close menu typical italian restaurant wine list simply overpriced,wine list,DRINKS#PRICES,negative
1398844,1398844:3,slightly above average wines start at 70 with only one selection listed at 30,slightly average wine start one selection listed,wines,DRINKS#QUALITY,negative
1398844,1398844:3,slightly above average wines start at 70 with only one selection listed at 30,slightly average wine start one selection listed,wines,DRINKS#PRICES,negative
1398844,1398844:4,service is not what one would expect from a joint in this price category,service one would expect joint price category,Service,SERVICE#GENERAL,negative
1398844,1398844:5,for instance plates were just dumped on the table i was handed the wine list upside down etc,instance plate dumped table handed wine list upside etc,service,SERVICE#GENERAL,negative
1398844,1398844:6,somehow working the italian charm with constant mille grazie does not constitute proper service,somehow working italian charm constant mille grazie constitute proper service,service,SERVICE#GENERAL,negative
1398844,1398844:7,to be completely fair the only redeeming factor was the food which was above average but couldnt make up for all the other deficiencies of teodora,completely fair redeeming factor food average couldnt make deficiency teodora,food,FOOD#QUALITY,positive
1398844,1398844:7,to be completely fair the only redeeming factor was the food which was above average but couldnt make up for all the other deficiencies of teodora,completely fair redeeming factor food average couldnt make deficiency teodora,Teodora,RESTAURANT#GENERAL,negative
1404042,1404042:1,not one of our meals was edible bland andor made with weird rosemary or orange flavoring,one meal edible bland andor made weird rosemary orange flavoring,meals,FOOD#QUALITY,negative
1404042,1404042:1,not one of our meals was edible bland andor made with weird rosemary or orange flavoring,one meal edible bland andor made weird rosemary orange flavoring,rosemary or orange flavoring,FOOD#QUALITY,negative
1404042,1404042:2,fish was overdone,fish overdone,Fish,FOOD#QUALITY,negative
1404042,1404042:3,cute place nice wait staff but would never go there again,cute place nice wait staff would never,wait staff,SERVICE#GENERAL,positive
1404042,1404042:3,cute place nice wait staff but would never go there again,cute place nice wait staff would never,place,AMBIENCE#GENERAL,positive
1404042,1404042:3,cute place nice wait staff but would never go there again,cute place nice wait staff would never,place,RESTAURANT#GENERAL,negative
1404042,1404042:4,someone else recommended the dessert we also left that,someone else recommended dessert also left,dessert,FOOD#QUALITY,negative
1404042,1404042:5,one of us actually liked the expresso thats it,one actually liked expresso thats,expresso,DRINKS#QUALITY,positive
1404042,1404042:6,skip this restaurant its a big disappointment,skip restaurant big disappointment,restaurant,RESTAURANT#GENERAL,negative
1410878,1410878:0,myagi is one of my favorite restaurants in the city,myagi one favorite restaurant city,Myagi,RESTAURANT#GENERAL,positive
1410878,1410878:1,ive never had bad service and the fish is fresh and delicious,ive never bad service fish fresh delicious,service,SERVICE#GENERAL,positive
1410878,1410878:1,ive never had bad service and the fish is fresh and delicious,ive never bad service fish fresh delicious,fish,FOOD#QUALITY,positive
1410878,1410878:2,their tuna tartar appetizer is to die for,tuna tartar appetizer die,tuna tartar appetizer,FOOD#QUALITY,positive
1413697,1413697:0,i come from a family of pizzeria owners and im almost ashamed to say that the pizza in forninos blows my families receipies away,come family pizzeria owner almost ashamed say pizza forninos blow family receipies away,pizza,FOOD#QUALITY,positive
1413697,1413697:1,it is simply amazing,simply amazing,food,FOOD#QUALITY,positive
1413697,1413697:2,the place is so cool and the service is prompt and curtious,place cool service prompt curtious,service,SERVICE#GENERAL,positive
1413697,1413697:2,the place is so cool and the service is prompt and curtious,place cool service prompt curtious,place,AMBIENCE#GENERAL,positive
1413697,1413697:3,i highly recommend to anyone to give this place a try,highly recommend anyone give place try,place,RESTAURANT#GENERAL,positive
1413697,1413697:4,you will find yourself returning quite often,find returning quite often,restaurant,RESTAURANT#GENERAL,positive
1417496,1417496:0,a restaurant that doesnt try to do anything except serve great food with great service in a pleasant atmosphere,restaurant doesnt try anything except serve great food great service pleasant atmosphere,food,FOOD#QUALITY,positive
1417496,1417496:0,a restaurant that doesnt try to do anything except serve great food with great service in a pleasant atmosphere,restaurant doesnt try anything except serve great food great service pleasant atmosphere,service,SERVICE#GENERAL,positive
1417496,1417496:0,a restaurant that doesnt try to do anything except serve great food with great service in a pleasant atmosphere,restaurant doesnt try anything except serve great food great service pleasant atmosphere,atmosphere,AMBIENCE#GENERAL,positive
1417496,1417496:1,no gimmicks here the food speaks for itself in its freshness and preparation,gimmick food speaks freshness preparation,food,FOOD#QUALITY,positive
1417496,1417496:2,the dining room is quietly elegant with no music to shout over how refreshing,dining room quietly elegant music shout refreshing,dining room,AMBIENCE#GENERAL,positive
1417496,1417496:3,the service was impeccable and unobtrusive the staff knows what they are there to do to know their menu present your meal and attend to your needs,service impeccable unobtrusive staff know know menu present meal attend need,service,SERVICE#GENERAL,positive
1417496,1417496:3,the service was impeccable and unobtrusive the staff knows what they are there to do to know their menu present your meal and attend to your needs,service impeccable unobtrusive staff know know menu present meal attend need,staff,SERVICE#GENERAL,positive
1417496,1417496:4,looking around i saw a room full of new yorkers enjoying a real meal in a real restaurant not a clubhouse of the fabulous trying to be seen,looking around saw room full new yorkers enjoying real meal real restaurant clubhouse fabulous trying seen,meal,FOOD#QUALITY,positive
1417496,1417496:4,looking around i saw a room full of new yorkers enjoying a real meal in a real restaurant not a clubhouse of the fabulous trying to be seen,looking around saw room full new yorkers enjoying real meal real restaurant clubhouse fabulous trying seen,restaurant,AMBIENCE#GENERAL,positive
1417496,1417496:5,beautiful experience,beautiful experience,restaurant,RESTAURANT#GENERAL,positive
1430994,1430994:0,the view is breathtaking the service is top notch the ambiance is wonderfull,view breathtaking service top notch ambiance wonderfull,view,LOCATION#GENERAL,positive
1430994,1430994:0,the view is breathtaking the service is top notch the ambiance is wonderfull,view breathtaking service top notch ambiance wonderfull,service,SERVICE#GENERAL,positive
1430994,1430994:0,the view is breathtaking the service is top notch the ambiance is wonderfull,view breathtaking service top notch ambiance wonderfull,ambiance,AMBIENCE#GENERAL,positive
1430994,1430994:1,the staff offers impeccable service,staff offer impeccable service,staff,SERVICE#GENERAL,positive
1430994,1430994:2,i had lobster bisque it has 2 oz of maine lobster in it,lobster bisque maine lobster,Lobster Bisque,FOOD#QUALITY,positive
1430994,1430994:3,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque,boyfriend new england chowder good think award lobster bisque,New England Chowder,FOOD#QUALITY,positive
1430994,1430994:3,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque,boyfriend new england chowder good think award lobster bisque,Lobster Bisque,FOOD#QUALITY,positive
1430994,1430994:5,it was divine melts in your mouth,divine melt mouth,food,FOOD#QUALITY,positive
1430994,1430994:6,my boyfriend had prime rib it was good,boyfriend prime rib good,Prime Rib,FOOD#QUALITY,positive
1430994,1430994:7,we didnt want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough,didnt want bottle bubbly weekday got little bottle korbett enough,bottles of Korbett,DRINKS#STYLE_OPTIONS,positive
1430994,1430994:9,its cuz its so good you need to taste it,cuz good need taste,food,FOOD#QUALITY,positive
1430994,1430994:10,all in all were already coming up with excuses to go ahead really soon in the next few wks,already coming excuse ahead really soon next wks,restaurant,RESTAURANT#GENERAL,positive
1431154,1431154:0,my wife and i ate here earlier this week and have not stopped ranting and raving about the food,wife ate earlier week stopped ranting raving food,food,FOOD#QUALITY,positive
1431154,1431154:1,if you like spicy food get the chicken vindaloo,like spicy food get chicken vindaloo,chicken vindaloo,FOOD#QUALITY,positive
1431154,1431154:2,its very spicy but not offensive,spicy offensive,food,FOOD#QUALITY,positive
1431154,1431154:3,we will definitely go back,definitely back,restaurant,RESTAURANT#GENERAL,positive
1432551,1432551:0,go to volare for 1st class service and terrific food,volare 1st class service terrific food,service,SERVICE#GENERAL,positive
1432551,1432551:0,go to volare for 1st class service and terrific food,volare 1st class service terrific food,food,FOOD#QUALITY,positive
1432551,1432551:1,the portions are large and the servers always surprise us with a different starter,portion large server always surprise different starter,portions,FOOD#STYLE_OPTIONS,positive
1432551,1432551:2,the wine list is excellent,wine list excellent,wine list,DRINKS#STYLE_OPTIONS,positive
1439875,1439875:0,the food is amazing especially if you get the chefs tasting menu and your favourite bottle or two of wine from an extensive selection of wines,food amazing especially get chef tasting menu favourite bottle two wine extensive selection wine,food,FOOD#QUALITY,positive
1439875,1439875:0,the food is amazing especially if you get the chefs tasting menu and your favourite bottle or two of wine from an extensive selection of wines,food amazing especially get chef tasting menu favourite bottle two wine extensive selection wine,selection of wines,DRINKS#STYLE_OPTIONS,positive
1439875,1439875:0,the food is amazing especially if you get the chefs tasting menu and your favourite bottle or two of wine from an extensive selection of wines,food amazing especially get chef tasting menu favourite bottle two wine extensive selection wine,Chef's tasting menu,FOOD#QUALITY,positive
1439875,1439875:1,the place is small and intimate and you may feel a little crowded but the service is excellent and its great for friends out a romantic date or a special occassion,place small intimate may feel little crowded service excellent great friend romantic date special occassion,service,SERVICE#GENERAL,positive
1439875,1439875:1,the place is small and intimate and you may feel a little crowded but the service is excellent and its great for friends out a romantic date or a special occassion,place small intimate may feel little crowded service excellent great friend romantic date special occassion,place,AMBIENCE#GENERAL,negative
1439875,1439875:1,the place is small and intimate and you may feel a little crowded but the service is excellent and its great for friends out a romantic date or a special occassion,place small intimate may feel little crowded service excellent great friend romantic date special occassion,place,RESTAURANT#MISCELLANEOUS,positive
1439875,1439875:3,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you dont like,food get pricey prixe fixe tasting menu greatest food good price cater food food allergy food dont like,food,FOOD#PRICES,negative
1439875,1439875:3,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you dont like,food get pricey prixe fixe tasting menu greatest food good price cater food food allergy food dont like,prixe fixe tasting menu,FOOD#QUALITY,positive
